GameID,IDTitle,IDRegion,IDCategory,Game,MatchType,MatchScore,Resolution,Backend,Playability,InternalResolution,GraphicsBackend,SkipBufferEffects,AnisotropyLevel,TextureBackoffCache,SplineBezierQuality,SkipGPUReadbacks,CPUSpeed,FrameSkip,AutoFrameSkip,TexScalingType,TexScalingLevel,NotesParsed,NotesOriginal
ULUS10323,Sonic Rivals 2,USA,Games,Sonic Rivals 2,exact,2.000,1x,OpenGL,Runs at close to or full speed without frameskip,1,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10336,Crisis Core: Final Fantasy VII,USA,Games,Crisis Core: Final Fantasy VII,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10345,Star Wars: The Force Unleashed,USA,Games,Star Wars: The Force Unleashed,exact,2.000,1x,Vulkan,Unknown,1,3,,0,True,0,,111,,,,,,
ULUS10365,LEGO Indiana Jones: The Original Adventures,USA,Games,LEGO Indiana Jones: The Original Adventures,exact,2.000,2x,OpenGL,Unknown,2,0,,0,True,0,True,111,,,,,SkipGPUReadbacks=True,"Performance launcher, Skip GPU readbacks, Lazy textures, linear filtering, low res for effects on agressive, frameskip auto set on 1,playable, you can set to 1x for full speed"
ULUS10377,Crash: Mind over Mutant,USA,Games,Crash: Mind over Mutant,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,CPUSpeed=111;Playability=Frameskip1,"Lower effects resolution set to aggressive. underclock to 111MHz. Very playable, rarely drops below 90-95% speed"
ULUS10380,LEGO Batman: The Videogame,USA,Games,LEGO Batman: The Videogame,exact,2.000,2x,OpenGL,Unknown,2,0,,0,True,0,True,111,,,,,SkipGPUReadbacks=True,"Performance launcher, Skip GPU readbacks, Lazy textures, linear filtering, low res for effects on agressive, frameskip auto set on 1,playable, you can set to 1x for full speed"
ULUS10383,Midnight Club: L.A. Remix,USA,Games,Midnight Club: L.A. Remix,exact,2.000,1x,Vulkan,Unknown,1,3,,0,True,0,,111,,,,,,
ULUS10390,Star Wars Battlefront: Elite Squadron,USA,Games,Star Wars Battlefront Elite Squadron,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10391,Monster Hunter Freedom Unite,USA,Games,Monster Hunter Freedom Unite,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10400,Crimson Gem Saga,USA,Games,Crimson Gem Saga,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,2,True,0,,111,0,False,,,AnisotropyLevel=2;Playability=NoFrameskip,2x AF
ULUS10407,Prinny: Can I Really Be the Hero?,USA,Games,Prinny: Can i Really be The Heroe,partial,0.833,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10408,Mana Khemia: Student Alliance,USA,Games,Mana Khemia: A Student Alliance,partial,1.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10409,Guilty Gear XX Accent Core Plus,USA,Games,Guilty Gear XX Accent Core Plus,exact,2.000,1x,OpenGL,Playable with frameskip of 1 (close to full speed),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULUS10416,Dynasty Warriors: Strikeforce,USA,Games,Dynasty Warriors Strikeforce,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10421,Marvel: Ultimate Alliance 2,USA,Games,Marvel: Ultimate Alliance 2,exact,2.000,1x,OpenGL,Game crashes or is unplayable with frameskip (i.e. less than 70% speed with frameskip of 1),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULUS10432,Shin Megami Tensei: Persona,USA,Games,Shin Megami Tensei: Persona,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,2,True,0,,111,0,False,,,AnisotropyLevel=2;Playability=NoFrameskip,2x AF
ULUS10461,Disgaea 2: Dark Hero Days,USA,Games,Disgaea 2: Dark Hero Days,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10466,Tekken 6,USA,Games,Tekken 6,exact,2.000,SBE,Vulkan,Playable with frameskip of 1 (close to full speed),,3,True,0,True,0,,111,1,False,,,FrameSkip=1;Playability=Frameskip1,Frameskip = 1
ULUS10469,Dante's Inferno,USA,Games,Dante's Inferno,exact,2.000,1x,OpenGL,Playable with frameskip of 1 (close to full speed),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,2x lags at 80% speed. frameskip will have graphics glitch.
ULUS10476,IL-2 Sturmovik: Birds of Prey,USA,Games,IL-2 Sturmovik: Birds of Prey,exact,2.000,SBE,Vulkan,Runs at close to or full speed without frameskip,,3,True,0,True,0,,111,0,False,,,Playability=NoFrameskip,Force real clock sync. Some tearing may occur during cutscenes
ULUS10490,Grand Theft Auto: Chinatown Wars,USA,Games,Grand Theft Auto: Chinatown Wars,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10495,Metal Slug XX,USA,Games,Metal Slug XX,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10505,Kingdom Hearts: Birth by Sleep,USA,Games,Kingdom Hearts: Birth By Sleep,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULUS10506,Hexyz Force,USA,Games,Hexyz Force,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,2,True,0,,111,0,False,,,AnisotropyLevel=2;Playability=NoFrameskip,2x AF
ULUS10509,Metal Gear Solid: Peace Walker,USA,Games,Metal Gear Solid: Peace Walker,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,"Some bossfights run at less than full speed (<20FPS), can run at 30FPS with cheats and 1x resolution"
ULUS10511,Ace Combat: Joint Assault,USA,Games,Ace Combat: Joint Assault,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10512,Shin Megami Tensei: Persona 3 Portable,USA,Games,Shin Megami Tensei: Persona 3 Portable,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10515,Valkyria Chronicles II,USA,Games,Valkyria Chronicles II,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10522,Disgaea Infinite,USA,Games,Disgaea Infinite,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,2,True,0,,111,0,False,,,AnisotropyLevel=2;Playability=NoFrameskip,2x AF
ULUS10528,Gladiator Begins,USA,Games,Gladiator Begins,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,with auto frameskip box checked but set to Off runs at full speed no drops
ULUS10529,Phantasy Star Portable 2,USA,Games,Phantasy Star Portable 2,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,"Lazy textures, frameskip on auto can help sometimes but isnt neccesary"
ULUS10537,Dragon Ball Z: Tenkaichi Tag Team,USA,Games,Dragon Ball Z: Tenkaichi Tag Team,exact,2.000,1x,OpenGL,Playable with frameskip of 1 (close to full speed),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,Frameskip set to 1 nearly full speed
ULUS10560,Final Fantasy IV: The Complete Collection,USA,Games,Final Fantasy IV The Complete Edition,partial,0.800,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,Autoframeskip and lazy textures for some reason it has some hiccups here and there without them
ULUS10561,"Prinny 2: Dawn of Operation Panties, Dood!",USA,Games,"Prinny 2: Dawn of Operation Pantied, Dood!",partial,0.833,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10563,Gods Eater Burst,USA,Games,Gods Eater Burst,exact,2.000,2x,Vulkan,Runs at close to or full speed without frameskip,2,3,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10565,Tactics Ogre: Let Us Cling Together,USA,Games,Tactics Ogre: Let us Cling Together,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULUS10567,The 3rd Birthday,USA,Games,The 3rd Birthday,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,2,True,0,,111,0,False,,,AnisotropyLevel=2;Playability=NoFrameskip,2x AF
ULUS10572,Phantom Brave: The Hermuda Triangle,USA,Games,Phantom Brave The Hermuda Triangle,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS10584,Shin Megami Tensei: Persona 2: Innocent Sin,USA,Games,Shin Megami Tensei: Persona 2: Innocent Sin,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,2,True,0,,111,0,False,,,AnisotropyLevel=2;Playability=NoFrameskip,2x AF
ULUS17008,Monster Hunter Freedom Unite,USA,Games,Monster Hunter Freedom Unite,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS80022,Shin Megami Tensei: Persona 3 Portable,USA,Demos,Shin Megami Tensei: Persona 3 Portable,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULUS90003,Monster Hunter Freedom Unite,USA,Demos,Monster Hunter Freedom Unite,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
UMDS10059,Stealth + WipEout Pure,Europe,Demos,WipEout Pure,variant,0.833,1x,Vulkan,Playable with frameskip of 1 (close to full speed),1,3,,0,True,0,,111,1,False,,,FrameSkip=1;Playability=Frameskip1,Frameskip = 1
UTST99100,WipEout Pure,Japan,Preproduction,WipEout Pure,exact,2.000,1x,Vulkan,Playable with frameskip of 1 (close to full speed),1,3,,0,True,0,,111,1,False,,,FrameSkip=1;Playability=Frameskip1,Frameskip = 1
